,TF-IDF
distribución,0.024836873325021467
encarcelamiento,0.024758911513668033
méxico,0.024532417166974088
organizado,0.024385641727357278
barrio,0.02432612668859503
ciento,0.02422423672009719
sofisticadas,0.02417288155442209
fundación,0.023902625446738476
orígenes,0.023902625446738476
contrabando,0.023879496086152908
general,0.023744216180342295
toda,0.02356383353521771
política,0.02355752117777443
caso,0.02355752117777443
18,0.023456761185638986
funcionando,0.023405090386484587
separadas,0.023405090386484587
bien,0.023178839661074098
maras,0.02316624228009636
hablan,0.02316624228009636
principales,0.023008587453169797
bajo,0.022828385769913653
junio,0.022824162981060884
social,0.022748533136599535
ampliar,0.022726918010650833
2001,0.022726918010650833
bases,0.022726918010650833
pran,0.022684623195680948
penitenciaria,0.022684623195680948
solucionar,0.022684623195680948
humanas,0.022684623195680948
estructura,0.02264276777744853
extorsión,0.022453049808392075
ilegales,0.022453049808392075
2014,0.022428492528259337
comité,0.02232142267896911
década,0.022238468525039034
desarrollo,0.022238468525039034
the,0.022217713934481447
organizarse,0.02207547686538097
deportaciones,0.02207547686538097
padecen,0.02207547686538097
lugar,0.022022867803590005
entrevista,0.021916010099447252
in,0.02159353079370816
organizan,0.021547810312834963
separar,0.021547810312834963
ideológicos,0.021547810312834963
cadena,0.021264121101261774
implementar,0.021264121101261774
interamericana,0.02108237542781157
capital,0.021060601826929416
permite,0.02099980640821832
vacío,0.020954099982512676
incluye,0.02083092411152016
29,0.020805672168507792
13,0.020748079639371888
internacional,0.020691350765507863
abandono,0.020666029735769226
privilegios,0.020666029735769226
gobernabilidad,0.020666029735769226
jefes,0.020661311385933436
economía,0.020426745242275838
21,0.02038394003212239
vez,0.020298547527712013
jóvenes,0.020271772240495863
separación,0.019945562544965583
latin,0.019945562544965583
penitenciarias,0.019945562544965583
casi,0.019889065133188392
condición,0.019869498660017176
to,0.019629263442676535
incendio,0.019629263442676535
hace,0.019553738427543023
operaciones,0.019419574265815538
fuerza,0.019370332620944373
crean,0.01933641621466561
permitió,0.019289921658046476
servicios,0.019212911980724022
actividad,0.01908376963330994
ambos,0.01902013581755074
norte,0.0189404422120784
posición,0.018868189521661076
consumo,0.018868189521661076
excesivo,0.0188087496621196
disponibles,0.0188087496621196
pues,0.018650727858865408
bastante,0.01857266315471281
alto,0.018532733904547422
comenzaron,0.018477726550979838
poderosas,0.018477726550979838
poca,0.01838447032964244
conexiones,0.01838447032964244
ideología,0.018343314777096206
dependen,0.018343314777096206
quizá,0.01820276822169306
2010,0.01813278039275158
preso,0.018129661165816567
visitas,0.018129661165816567
duras,0.018129661165816567
reglas,0.018129661165816567
mismas,0.018114214221958826
violencia,0.018074468917159404
estudios,0.018027123991912197
elyssa,0.01801728774284379
perímetros,0.01801728774284379
reorganizaran,0.01801728774284379
pachico,0.01801728774284379
except,0.01801728774284379
investigacionespandillabarrioaztecaapuntodesaltar,0.01801728774284379
encarcelando,0.01801728774284379
exconvictos,0.01801728774284379
resocialización,0.01801728774284379
caldas,0.01801728774284379
dto,0.01801728774284379
httpswwwnoticierodigitalcom201106elpranquienesycuandogana,0.01801728774284379
legislación,0.017926969085053857
democrática,0.017926969085053857
cada,0.017763529075575674
espacios,0.017734168446796233
institucionales,0.017734168446796233
poblaciones,0.017734168446796233
punto,0.017652612849955843
humanos,0.017449949207526006
si,0.017231004644388603
mantienen,0.017045188507988127
caribe,0.017009230518312955
llenen,0.01694912256426421
vertiginosamente,0.01694912256426421
gagne,0.01694912256426421
llenaron,0.01694912256426421
recibirlos,0.01694912256426421
facilitando,0.01694912256426421
gonzález,0.016741067009226833
fortalecimiento,0.016597355563950245
martínez,0.016458687679304054
suele,0.016458687679304054
aumentó,0.016458687679304054
totalmente,0.016458687679304054
tráfico,0.016381469263904266
surgió,0.016324721317184484
contacto,0.016324721317184484
paso,0.016279042342339418
ello,0.016217417792396688
alternativas,0.016195148095281123
ineficientes,0.01619124730903355
penitenciarías,0.01619124730903355
precarias,0.01619124730903355
oliverio,0.01619124730903355
condenadas,0.01619124730903355
gangs,0.01619124730903355
noticiero,0.01619124730903355
bandas,0.016156505680959082
nivel,0.016141943850786978
convertido,0.01597788386479966
lugares,0.01597788386479966
penales,0.01594809082594633
privadas,0.01594809082594633
abogados,0.01594809082594633
acceso,0.015919664057435272
común,0.015748767812977644
operan,0.015748767812977644
numerosos,0.015715574986884508
negocios,0.01563784079042599
incapacidad,0.015604254126380843
diseñadas,0.015603393590989724
decirse,0.015603393590989724
filo,0.015603393590989724
dhs,0.015603393590989724
educativos,0.015603393590989724
economist,0.015603393590989724
afiliación,0.015603393590989724
ampliado,0.015603393590989724
construyendo,0.015603393590989724
funciones,0.015495983539450078
primera,0.01548084164830605
centroamérica,0.015475709876482122
problemas,0.015443944920456185
territorial,0.015390600515101204
contactos,0.015390600515101204
especial,0.015370329584579219
utilizan,0.015287955024091793
izquierda,0.015287955024091793
trabajan,0.015287955024091793
beneficios,0.015287955024091793
imposible,0.015187908434338497
fuerzas,0.0151679824766266
ejército,0.015155984358001747
desde,0.015123082130453965
sucesores,0.015123082130453965
véase,0.015123082130453965
imponen,0.015123082130453965
feudos,0.015123082130453965
enteras,0.015123082130453965
administradores,0.015123082130453965
despenalización,0.015123082130453965
fines,0.015090332384970442
último,0.015066273752577313
delitos,0.015066273752577313
directa,0.014995107796080867
consecuencias,0.014995107796080867
cumplir,0.014995107796080867
militares,0.014968699872261385
cuentan,0.014902123995012883
realizar,0.014902123995012883
operar,0.014902123995012883
27,0.014902123995012883
sociales,0.014872900161153784
ahora,0.014812883414324412
ofrecer,0.014722473549315105
ejercer,0.014722473549315105
guerrilleros,0.014722473549315105
regímenes,0.014716984576920646
secciones,0.014716984576920646
ibid,0.014716984576920646
incursionar,0.014716984576920646
how,0.014716984576920646
combinan,0.014716984576920646
inhumanas,0.014716984576920646
controlan,0.014635621059356903
menores,0.014635621059356903
19,0.014635621059356903
propias,0.014635621059356903
implementación,0.014635621059356903
poderoso,0.014635621059356903
chapo,0.014550636510448597
mayor,0.014504382377969463
estupefacientes,0.01438596146578089
mediante,0.014375043124291713
años,0.014370327213780386
filiación,0.014365206875223307
jerarquía,0.014365206875223307
américa,0.014227875216666288
comando,0.014227875216666288
ven,0.014227875216666288
vida,0.014205065836661502
22,0.014151142141245809
hacer,0.01411563160389412
2000,0.014075870737459334
enemigos,0.014075870737459334
dicha,0.014075870737459334
balance,0.01405491695187438
ascender,0.01405491695187438
diseñado,0.01405491695187438
prepara,0.01405491695187438
distribuidores,0.01405491695187438
partida,0.01405491695187438
asignación,0.01405491695187438
rey,0.01405491695187438
mejorado,0.01405491695187438
delegados,0.01405491695187438
simples,0.01405491695187438
conformaron,0.01405491695187438
respuesta,0.014040401217952943
aún,0.014026024116916624
relativamente,0.014002006358511466
comunes,0.01392949736603461
paramilitares,0.013858294913234879
estrategia,0.01384155350764049
mexico,0.013777353157179484
comparten,0.013777353157179484
entienden,0.013777353157179484
cápita,0.013777353157179484
requisitos,0.013777353157179484
conformadas,0.013777353157179484
fallado,0.013777353157179484
breve,0.013777353157179484
atención,0.013725750187696218
primer,0.013725750187696218
usando,0.013652076166269796
pasó,0.01358566066646912
serie,0.013538227229635408
uso,0.013538227229635408
negligencia,0.013526266163020714
consultor,0.013526266163020714
hegemonía,0.013526266163020714
sistemáticamente,0.013526266163020714
demás,0.01352034299393415
sospechosos,0.01352034299393415
violento,0.01352034299393415
gobierno,0.01347660460379628
estadísticas,0.01345608744456576
familias,0.01345608744456576
mayoría,0.013428835640274464
fuertes,0.01333062836068887
rangos,0.013297041696643723
centrarse,0.013297041696643723
digital,0.013297041696643723
crecer,0.013297041696643723
afluencia,0.013297041696643723
suficientemente,0.013297041696643723
america,0.013297041696643723
zetas,0.013269361564180071
mal,0.013209030175230967
formas,0.013209030175230967
judiciales,0.013209030175230967
conocidos,0.013149606059668351
mejorar,0.013149606059668351
debido,0.013113661622379546
latinoamericanos,0.0130910623338203
dividido,0.013086175628451024
conduce,0.013086175628451024
52,0.013086175628451024
per,0.013086175628451024
dado,0.013046111479733545
dos,0.01303256723753954
cerca,0.01301265842159564
objetivo,0.012920461918095625
deudas,0.012890944143110405
mantenimiento,0.012890944143110405
cv,0.012890944143110405
estrictas,0.012890944143110405
cobro,0.012890944143110405
logrado,0.01286519347566548
cierto,0.012756922888734716
defenderse,0.0127091879785999
63,0.0127091879785999
elaborado,0.0127091879785999
on,0.0127091879785999
simplemente,0.012651539864385837
dinámica,0.012651539864385837
hicieron,0.012651539864385837
varias,0.012626961474718933
fin,0.012626961474718933
crear,0.01259988384493099
ayudar,0.01259988384493099
mismos,0.01259988384493099
particular,0.012548894373376432
llevado,0.012548894373376432
distintas,0.012539166441413065
acusados,0.012399758590642091
sido,0.012398275779942654
asesinadas,0.012379455756834017
operandi,0.012379455756834017
provecho,0.012379455756834017
dominante,0.012379455756834017
supervivencia,0.012379455756834017
células,0.012379455756834017
riqueza,0.012379455756834017
introducción,0.012379455756834017
puntos,0.012351271734255079
legales,0.012351271734255079
medio,0.012296612678989313
alimentación,0.012228876518064138
modus,0.012228876518064138
44,0.012228876518064138
defender,0.012228876518064138
conocida,0.012163063344297516
tener,0.012124787486401398
inmigración,0.012086440777211044
guerrillas,0.012086440777211044
representación,0.012086440777211044
visitó,0.012086440777211044
comercio,0.01207221729238498
tomar,0.011983412898599744
pocos,0.011983412898599744
antecedentes,0.011951312723369238
convertir,0.011951312723369238
malas,0.011951312723369238
mató,0.011951312723369238
42,0.011951312723369238
afectadas,0.011951312723369238
crecido,0.011951312723369238
riesgo,0.011939748043076454
ingresos,0.011896560408641538
razones,0.011853839676696384
constitucional,0.01182277896453082
hallazgos,0.01182277896453082
directo,0.01182277896453082
formar,0.01182277896453082
conclusiones,0.01182277896453082
territorio,0.011811575859733232
datos,0.011728380592819493
comenzó,0.011728380592819493
débiles,0.011700225729210473
generan,0.011700225729210473
insurgentes,0.011700225729210473
prevenir,0.011700225729210473
urbanas,0.011700225729210473
rampante,0.011700225729210473
base,0.011646900815065529
sólo,0.011614934839027466
comisión,0.011606782407361592
combinación,0.01158312114004818
consumidores,0.01158312114004818
integral,0.01158312114004818
hacen,0.011567067206557398
nuevos,0.011527747188434415
sección,0.01147100126283348
formación,0.01147100126283348
33,0.01147100126283348
influir,0.01147100126283348
médicos,0.01147100126283348
extremo,0.01147100126283348
lógica,0.01147100126283348
crímenes,0.011450261779985963
aunque,0.011435201851414197
nunca,0.011412081490530442
septiembre,0.011374266568299768
lista,0.011374266568299768
gana,0.011363459005325417
produjo,0.011363459005325417
bacrim,0.011363459005325417
dedicada,0.011363459005325417
agua,0.011363459005325417
artículos,0.011363459005325417
limita,0.011363459005325417
arma,0.011363459005325417
importante,0.0113166190046409
oficina,0.011299705314432985
todas,0.011299705314432985
cabo,0.011299705314432985
bogotá,0.01126013519464078
informe,0.0112208192935333
eventos,0.011160711339484555
participado,0.011160711339484555
seguros,0.011160711339484555
cuánto,0.011160711339484555
debe,0.011154675120865338
doble,0.011064903709300163
penas,0.011064903709300163
podrían,0.011014779831575804
condenados,0.01097245845286937
observatorio,0.01097245845286937
acabar,0.01097245845286937
función,0.01097245845286937
eventualmente,0.01097245845286937
pensar,0.01097245845286937
david,0.01097245845286937
desarrollar,0.01097245845286937
abuso,0.010883147544789657
dominio,0.010883147544789657
20,0.010879668235650947
difícil,0.010846600015753757
promover,0.01079676539685408
permitir,0.01079676539685408
constitución,0.01079676539685408
participan,0.01079676539685408
ejemplos,0.01079676539685408
peso,0.01079676539685408
usan,0.010713126007602823
actualmente,0.01068528662949166
además,0.010679951087560452
numerosas,0.010632060550630887
suficientes,0.010632060550630887
45,0.010553415323023774
podían,0.010553415323023774
depende,0.010477049991256338
28,0.010477049991256338
según,0.010461893036991087
vea,0.010461893036991087
líderes,0.010440145766216486
gran,0.010429006567617034
esfuerzos,0.010410545408952988
resulta,0.010402836084253896
ambas,0.010402836084253896
potencial,0.010402836084253896
vulnerables,0.010402836084253896
armados,0.010381165130730369
extorsiones,0.010330655692966718
actuar,0.010330655692966718
opción,0.010330655692966718
latina,0.010330655692966718
establecido,0.010330655692966718
cualquier,0.010294312640772164
cantidades,0.010260400343400802
visita,0.010260400343400802
centros,0.010260400343400802
35,0.010260400343400802
cierta,0.010191970016061196
escobar,0.010191970016061196
alimentos,0.010191970016061196
90,0.010125272289558998
sacar,0.010125272289558998
entonces,0.01009878580080759
quizás,0.010060221589980295
juárez,0.010060221589980295
alianzas,0.010060221589980295
el,0.010060221589980295
situación,0.010017862238019351
saber,0.009996738530720578
sobornos,0.009996738530720578
trabajo,0.009964819438688021
ver,0.009938562669544128
ciertos,0.00987418529540023
clara,0.00987418529540023
pequeñas,0.00987418529540023
rango,0.00987418529540023
ms13,0.00987418529540023
meses,0.009860823194215627
siglo,0.00981498236621007
operativo,0.00981498236621007
que,0.00981498236621007
aumento,0.009809833722661069
lograr,0.009757080706237936
32,0.009757080706237936
armada,0.009757080706237936
callejeras,0.009757080706237936
2015,0.009709787132907769
práctica,0.009700424340299064
un,0.009700424340299064
70,0.009700424340299064
ausencia,0.009700424340299064
oportunidad,0.009644960829023238
político,0.009612211083539716
guerrilla,0.009590640977187261
torno,0.009590640977187261
representan,0.009590640977187261
bajos,0.009590640977187261
planes,0.009537418571515173
alcance,0.009485250144444192
diversas,0.009485250144444192
26,0.009485250144444192
100,0.009485250144444192
completo,0.009434094760830538
gubernamentales,0.00938391382497289
frecuencia,0.00938391382497289
incluyen,0.00938391382497289
salir,0.00938391382497289
múltiples,0.00938391382497289
establecer,0.00938391382497289
24,0.009334670905674311
experiencia,0.009334670905674311
problema,0.009310767747685056
generar,0.009286331577356406
antidrogas,0.009286331577356406
dejado,0.009286331577356406
enfrentan,0.009286331577356406
campo,0.009286331577356406
resto,0.009286331577356406
centro,0.009266366952273711
existen,0.009238863275489919
rol,0.009238863275489919
propios,0.009238863275489919
reforma,0.00919223516482122
mundo,0.009157499757926174
últimas,0.009146418019059127
régimen,0.009146418019059127
lejos,0.009146418019059127
cuyo,0.00910138411084653
grandes,0.009093590614801049
palabras,0.009057107110979413
hampa,0.009057107110979413
unidad,0.009057107110979413
luis,0.009013561995956099
allá,0.009013561995956099
pruebas,0.009013561995956099
detener,0.009013561995956099
construcción,0.009013561995956099
estrategias,0.009013561995956099
suficiente,0.009013561995956099
consagrados,0.009008643871421895
puedas,0.009008643871421895
consultarse,0.009008643871421895
contables,0.009008643871421895
disciplinar,0.009008643871421895
contarse,0.009008643871421895
abandonarlos,0.009008643871421895
connection,0.009008643871421895
penitenciarios2,0.009008643871421895
quejaban,0.009008643871421895
remediar,0.009008643871421895
adoptan,0.009008643871421895
ciento6,0.009008643871421895
administrarlas,0.009008643871421895
ciento5,0.009008643871421895
ciento4,0.009008643871421895
ciento21,0.009008643871421895
reorganizado,0.009008643871421895
reincidencia34,0.009008643871421895
repartidores,0.009008643871421895
repletas,0.009008643871421895
admitirse,0.009008643871421895
distribuidoras,0.009008643871421895
olvidarse,0.009008643871421895
reproductoras,0.009008643871421895
reincidir,0.009008643871421895
cjo,0.009008643871421895
confiando,0.009008643871421895
comayagua8,0.009008643871421895
comprendida,0.009008643871421895
reclaman,0.009008643871421895
commission,0.009008643871421895
restablecieron,0.009008643871421895
recreación,0.009008643871421895
combinó,0.009008643871421895
us250017,0.009008643871421895
región68,0.009008643871421895
coloquialmente,0.009008643871421895
provechan,0.009008643871421895
colombiano54,0.009008643871421895
redoblado,0.009008643871421895
colectivos62,0.009008643871421895
reforzaron,0.009008643871421895
rivales30,0.009008643871421895
prisiones26,0.009008643871421895
cambiaban,0.009008643871421895
cárceles42,0.009008643871421895
separaban,0.009008643871421895
desobedientes,0.009008643871421895
poder40,0.009008643871421895
populismo,0.009008643871421895
variada,0.009008643871421895
cásicos,0.009008643871421895
cárceles53,0.009008643871421895
cárcel9,0.009008643871421895
detention,0.009008643871421895
cárcel59,0.009008643871421895
separado1,0.009008643871421895
cárcel55,0.009008643871421895
paramilitares51,0.009008643871421895
cárcel52,0.009008643871421895
cárcel46,0.009008643871421895
satisfechas,0.009008643871421895
desmembradas,0.009008643871421895
separaba,0.009008643871421895
plazo61,0.009008643871421895
planifican,0.009008643871421895
descuartizadas,0.009008643871421895
perfectos,0.009008643871421895
desastrosas,0.009008643871421895
seguridad57,0.009008643871421895
bañaban,0.009008643871421895
persons,0.009008643871421895
bazuco,0.009008643871421895
pertenezcan,0.009008643871421895
venezuela23,0.009008643871421895
sentenciados71,0.009008643871421895
afiliados,0.009008643871421895
pesadilla,0.009008643871421895
deprived,0.009008643871421895
segregada,0.009008643871421895
degenerar,0.009008643871421895
detenerla,0.009008643871421895
deterioradas,0.009008643871421895
protección50,0.009008643871421895
overcrowding,0.009008643871421895
broken,0.009008643871421895
pretrial,0.009008643871421895
preventiva15,0.009008643871421895
count,0.009008643871421895
prisiones12,0.009008643871421895
desegregar,0.009008643871421895
prisiones27,0.009008643871421895
prisoners,0.009008643871421895
unidos19,0.009008643871421895
digno49,0.009008643871421895
diluir,0.009008643871421895
corcoran,0.009008643871421895
prolongados14,0.009008643871421895
promesas35,0.009008643871421895
propano,0.009008643871421895
proponérselo,0.009008643871421895
presos70,0.009008643871421895
presos65,0.009008643871421895
acerquen,0.009008643871421895
pagar39,0.009008643871421895
separarlas,0.009008643871421895
pozo11,0.009008643871421895
satisfacen,0.009008643871421895
determinaran,0.009008643871421895
pandillera60,0.009008643871421895
pandillas33,0.009008643871421895
valledupar,0.009008643871421895
crónicamente,0.009008643871421895
brews,0.009008643871421895
8palabrasclavesaspx,0.009008643871421895
salvador66,0.009008643871421895
criminal45,0.009008643871421895
palmasola,0.009008643871421895
deyner,0.009008643871421895
presos22,0.009008643871421895
numerosa,0.009008643871421895
centras,0.009008643871421895
divididas,0.009008643871421895
hamacas,0.009008643871421895
máximos,0.009008643871421895
hacinados,0.009008643871421895
t282,0.009008643871421895
into,0.009008643871421895
173000,0.009008643871421895
investigacionespalmasolaprisionpeligrosabolivia,0.009008643871421895
investigacionesunamiradaalinteriordelapesadillaenlaprisionenelsalvadorvideo,0.009008643871421895
guardas,0.009008643871421895
multiplicarse,0.009008643871421895
investigationshowmanoduraisstrengtheninggangs,0.009008643871421895
gravarlas,0.009008643871421895
graham,0.009008643871421895
isoliett,0.009008643871421895
entorpecidos,0.009008643871421895
geoffrey,0.009008643871421895
alían,0.009008643871421895
journey,0.009008643871421895
motociclistas,0.009008643871421895
entren,0.009008643871421895
garantizarán,0.009008643871421895
most,0.009008643871421895
médicas36,0.009008643871421895
allows,0.009008643871421895
ellos41,0.009008643871421895
interferido,0.009008643871421895
situados,0.009008643871421895
newsanalysispretrialdetentionbrewscrisisinlatamprisons,0.009008643871421895
httpsafgjorgavisitinsidecolombiasmostnotoriousprisonlatramacua,0.009008643871421895
1453,0.009008643871421895
newsanalysisovercrowdingallowsboliviasprisongangstoflourish,0.009008643871421895
inside,0.009008643871421895
newsanalysishowtofixmexicosbrokenprisons,0.009008643871421895
neutralicen,0.009008643871421895
negocio67,0.009008643871421895
homicide,0.009008643871421895
negarles,0.009008643871421895
situation,0.009008643871421895
holístico,0.009008643871421895
autoridad43,0.009008643871421895
tramacúa,0.009008643871421895
hiperlocal,0.009008643871421895
155000,0.009008643871421895
156,0.009008643871421895
tramacua,0.009008643871421895
hell,0.009008643871421895
interferencias,0.009008643871421895
justicio,0.009008643871421895
amasaron,0.009008643871421895
ambulantes63,0.009008643871421895
latam,0.009008643871421895
mejoras38,0.009008643871421895
fianza,0.009008643871421895
arrojadas,0.009008643871421895
arrested,0.009008643871421895
315,0.009008643871421895
superpobladas,0.009008643871421895
tendidas,0.009008643871421895
anything,0.009008643871421895
everyday,0.009008643871421895
agudamente,0.009008643871421895
evolucionada,0.009008643871421895
lucrativas29,0.009008643871421895
lugares44,0.009008643871421895
apilaba,0.009008643871421895
masivas18,0.009008643871421895
239000,0.009008643871421895
supongan,0.009008643871421895
extorsionaban,0.009008643871421895
suramérica20,0.009008643871421895
251,0.009008643871421895
mando28,0.009008643871421895
33000,0.009008643871421895
esto48,0.009008643871421895
estatutos,0.009008643871421895
strengthening,0.009008643871421895
willis,0.009008643871421895
leave,0.009008643871421895
fracasará,0.009008643871421895
where,0.009008643871421895
amontonados,0.009008643871421895
astutas,0.009008643871421895
turnaban,0.009008643871421895
esinsightcrimeorg,0.009008643871421895
minado,0.009008643871421895
19993,0.009008643871421895
vómito13,0.009008643871421895
esperada,0.009008643871421895
liberación24,0.009008643871421895
esquematiza,0.009008643871421895
liberty,0.009008643871421895
mexicanoestadounidense,0.009008643871421895
their,0.009008643871421895
sucediendo64,0.009008643871421895
flourish,0.009008643871421895
fix,0.009008643871421895
nivel69,0.009008643871421895
socializadas,0.009008643871421895
maniatadas,0.009008643871421895
infrinjan,0.009008643871421895
aíslan,0.009008643871421895
novatos,0.009008643871421895
eficientemente,0.009008643871421895
notorious,0.009008643871421895
noticiassobrecrimenorganizadoenmexicobarrioazteca,0.009008643871421895
humanos37,0.009008643871421895
httpswwwultimasnoticiascomvenoticiasactualidadsucesosasihablanenlascarceles,0.009008643871421895
httpswwwelpaiscomcoelpaisjudicialnoticiasjefesbandascriminalesvallehabrianhechopactoparadefendersusrutas,0.009008643871421895
noticiassobrecrimenorganizadoenbrasilperfildeprimercomandocapital,0.009008643871421895
noticiasnoticiasdeldiaimportantesfuncionariosmexicoarrestadosfugaelchapo,0.009008643871421895
httpswwwprisonstudiesorg,0.009008643871421895
noticiasanalisisvideomuestralideresfmnlofreciendopandillasprogramacreditos10millones,0.009008643871421895
httpswwwpieboliviaorgboindexphpnoticiasultimasitem404leydeindultoylosderechoshumanos,0.009008643871421895
httpswwweltiempocommultimediainfografiascarcelesypresosdecolombia14739475,0.009008643871421895
httpswwweltiempocompoliticajusticiahomicidiosydesmembramientosencarcellamodelo16513194,0.009008643871421895
httpswwwoasorgescidhprensacomunicados2013058asp,0.009008643871421895
httpswwwfasorgsgpcrsrowrl34112pdf,0.009008643871421895
noticiasanalisisreyprisionesguatemalacapitanbyronlimaasesinadoenprision,0.009008643871421895
httpswwwoasorgeniachrpdldocspdfhondurasppl2013engpdf,0.009008643871421895
noticiasanalisisresumeninsightcrimesobrehomicidiosen2014,0.009008643871421895
noticiasanalisisquienmatobyronlimareyprisionesguatemalapartei,0.009008643871421895
noticiasanalisisasesinatobyronlimaguatemalacrimenestadoparteii,0.009008643871421895
httpswwwnytimescom20110604worldamericas04venezhtmlr0,0.009008643871421895
httpswwwindepthprisiones,0.009008643871421895
alinearse,0.009008643871421895
httpswwwinpsaselgobvemoodocconstitucionrbv1999espdf,0.009008643871421895
año16,0.009008643871421895
imagespdfs2015marashonduraspdf,0.009008643871421895
httpswwwelheraldocojudicialurabenosofrecian10millonesparamatarteniente147361,0.009008643871421895
alargan,0.009008643871421895
httpsgumillaorgbibliotecabasesbiblotextocom20111566568pdf,0.009008643871421895
incorpore,0.009008643871421895
imprevistos,0.009008643871421895
